

=== 数据获取时间: 2025-10-16 15:41:21 ===


=== 数据获取时间: 2025-10-16 16:03:56 ===
标签: YJ.yj_qkc_5you:cumulativevalue, 值: 7892690, 时间: 2025-10-16 16:03:59
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:29:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:29:49


=== 数据获取时间: 2025-10-16 16:30:43 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:30:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:30:49


=== 数据获取时间: 2025-10-16 16:32:00 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_yk_pb:grade, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_zqxk_pb:grade, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_yk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_zqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_gqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_dqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_qkcw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09
标签: KYFX.kyfx_qw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:32:09


=== 数据获取时间: 2025-10-16 16:33:00 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_yk_pb:grade, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_zqxk_pb:grade, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_yk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_zqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_gqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_dqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_qkcw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09
标签: KYFX.kyfx_qw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:33:09


=== 数据获取时间: 2025-10-16 16:34:00 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_yk_pb:grade, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_zqxk_pb:grade, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_yk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_zqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_gqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_dqxk_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_qkcw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
标签: KYFX.kyfx_qw_grade_Pb, 值: -9999, 时间: 2025-10-16 16:34:09
